index,name,duration,is_loop,is_best,playlist,playlist_2,playlist_3,id,thumbnail_url
42,"Battle - Chapter 1",230253,True,True,"Battles","","Nintendo Music Top Tracks|Nintendo Switch Selects","12777a85-9a45-4969-b3a3-0145e347999a","https://image-assets.m.nintendo.com/181564d3-3fde-4b82-9592-cfab7c729932"
43,"Battle - Chapter 1 (Think)",230063,True,False,"Battles","","","c45f2822-8323-4aaa-8806-434e2f74da34","https://image-assets.m.nintendo.com/9cc0bfe4-27d0-42fd-99aa-f9dc70d036c8"
44,"Battle - Chapter 1 Victory Fanfare",7313,False,False,"Battles","Victory!","","fdb7ec03-a397-4391-ab5a-70259622d423","https://image-assets.m.nintendo.com/01f9e011-2be8-4bbe-a13e-4d2ab98c6e02"
45,"Level Up!",105015,True,False,"","","","e5af4701-58d3-42c0-9286-115032a80764","https://image-assets.m.nintendo.com/2c33b034-19c5-48bd-ba2a-2941f87e407c"
46,"Petalburg",247121,True,True,"Koops|Paper World","Spring","Nintendo Music Top Tracks","c17b06d6-80c1-459d-b64c-6e8083507210","https://image-assets.m.nintendo.com/c8d6f529-82de-4729-9c7e-3120e56f48f6"
47,"Murphy? Mario?",122790,True,False,"Papery Peers","","","28b43059-a82e-4b7f-8632-518fca546457","https://image-assets.m.nintendo.com/cf0736a9-4794-43c2-b933-d12905a69d7a"
48,"Thwomp! Quiz Time!",92885,True,True,"Papery Peers","","Nintendo Music Top Tracks","23281113-da94-4c07-a931-eee0ae07fbcd","https://image-assets.m.nintendo.com/56de8708-791d-4789-bdb5-ff61425ee7a9"
49,"Thwomp! Thinking Time!",42082,True,False,"","","","95cfad0d-b61e-4d14-a264-11c0c24ef3d8","https://image-assets.m.nintendo.com/5281be1c-cf0e-41bb-a2b3-ccbb2495d293"
50,"Shhwonk Fortress - Part One",199996,True,False,"Paper World","","","0951ac27-ddb0-4b00-8e32-ae38ff23d6af","https://image-assets.m.nintendo.com/fbd21aa8-e95c-418a-ba77-cbfb47a50ae1"
51,"Shhwonk Fortress - Part Two",200203,True,False,"Paper World","","","cab5adc9-69a2-4f98-86ea-670962ce7b3e","https://image-assets.m.nintendo.com/9953d757-d369-4230-b5e2-bf779e3e7d04"
52,"Shhwonk Fortress - Part Three",200203,True,False,"Paper World","","","7ce27dd3-0bba-4783-8633-848120422fc0","https://image-assets.m.nintendo.com/d1154a61-b828-46d3-944e-972f0e4d8623"
53,"Koops",224959,True,True,"Koops|Papery Peers","","Nintendo Music Top Tracks","310e0354-9b48-429c-8808-0a70772b03d2","https://image-assets.m.nintendo.com/acecdaff-29b0-4335-91a1-673e7d7965b3"
54,"Melancholy Koopie Koo",89594,True,False,"Papery Peers","Good Night","","cbe64e06-9eb3-4253-9e09-6bdcd53935cf","https://image-assets.m.nintendo.com/6eed608c-1e52-4c73-974f-a0bb57443c91"
55,"Entering Hooktail Castle",12496,False,False,"","","","0bef52b0-df56-42f8-9909-978479882a19","https://image-assets.m.nintendo.com/53169bc3-0dc7-4fbf-a13d-171bfa8dd23f"
56,"Hooktail Castle - Part One",299896,True,False,"Paper World","","","92d94428-f409-4183-a83f-b511954195a9","https://image-assets.m.nintendo.com/2a14daeb-41eb-4872-8582-389185008570"
57,"Hooktail Castle - Part Two",300275,True,False,"Paper World","","","ff6f2489-2187-46a2-92e3-d9daa16c3413","https://image-assets.m.nintendo.com/e1f53109-a6f3-433b-9a01-05f52875a928"
58,"Hooktail Castle - Part Three",300289,True,False,"Paper World","","","693c83b4-c2e6-4fc9-82ba-122b382e59f0","https://image-assets.m.nintendo.com/91e1dec4-b0ec-4081-bc12-6de628ae428b"
59,"Hooktail Castle - Part Four",299896,True,True,"Paper World","","Nintendo Music Top Tracks","8eb495ea-e59d-4ac3-8c88-fbf799f093c5","https://image-assets.m.nintendo.com/53198312-a566-4264-813a-bf68d2906417"
60,"A Letter from...Dad?",37556,True,False,"Koops","Break Time","","9542c2d9-257d-4afc-9eeb-6db1236b5877","https://image-assets.m.nintendo.com/e218f858-10f5-4c42-8c0e-591f2aac3ef1"
61,"Backs Against the Wall",180265,True,True,"","","Nintendo Music Top Tracks","d6b7fa90-9fa6-416b-840b-1e364a72edcd","https://image-assets.m.nintendo.com/b5a33f31-64ff-47e7-bc58-24e4cfa4f7c3"
62,"Game Over",8294,False,False,"","","","1a0e4976-9b18-496b-95eb-d4f5f85e6319","https://image-assets.m.nintendo.com/d3c40172-c6f9-4ea3-85b5-0514f6f3601e"
63,"Ms. Mowz",180133,True,True,"Ms. Mowz|Papery Peers","","Nintendo Music Top Tracks","c6dd79b8-e10c-4e02-8557-4a94d2722ada","https://image-assets.m.nintendo.com/89846e27-a264-41bc-8208-02fce2cef7b4"
64,"Who Dares Approach Hooktail?",127544,True,False,"Papery Peers","","","7b2d4426-3f89-4a8c-9ad4-ec4cf9cd1446","https://image-assets.m.nintendo.com/cfd9f435-2ff7-497f-9e39-578bced37af6"
65,"Battle - Hooktail",205017,True,True,"Battles","","Nintendo Music Top Tracks","de12b878-b96f-48d6-a849-42e7fc9a2e87","https://image-assets.m.nintendo.com/a097a938-a980-4a63-8021-d933310a4c78"
66,"Battle - Hooktail (Think)",205119,True,False,"Battles","","","32da0315-0de8-4762-875b-eb33d1484fbc","https://image-assets.m.nintendo.com/7db06284-bd2a-4415-bb26-11d47c899833"
67,"Peace Returns to Petalburg",199890,True,False,"Koops|Papery Peers","Spring","","5ada4a39-90fb-4457-b140-f4e086248921","https://image-assets.m.nintendo.com/6be5b88c-8329-4740-8788-3c107fc154eb"
68,"Chapter Clear!",199967,False,True,"","","Nintendo Music Top Tracks","d7cd2d37-f4a7-45fb-9b46-529e07aeff33","https://image-assets.m.nintendo.com/34448bb4-de2f-4abe-92b4-7032fe20e79c"
69,"Beldam's Sneaky Scheme",112037,True,False,"Papery Peers","","","2ae482bf-28a0-48e8-b813-2d2b79a2cf3b","https://image-assets.m.nintendo.com/1f014e07-2203-481e-a852-dad06e3a129d"
70,"Meanwhile, Princess Peach...",289877,True,True,"Papery Peers|Peach","","Nintendo Music Top Tracks","5e03bd7d-8e3d-4b4f-8797-70ef964b2f9c","https://image-assets.m.nintendo.com/a6db67bd-c183-459d-a3b5-4d4fda577dc3"
71,"In Bowser's Castle",219921,True,True,"Bowser|Paper World","","Nintendo Music Top Tracks","b067b26b-7738-4729-add1-b21acb6a2523","https://image-assets.m.nintendo.com/a9a0744b-5a40-4545-bd01-b9d02bcdc813"
72,"A Message from Princess Peach",105125,True,False,"Peach","","","6c2f6885-386b-4f27-8cbe-276d64f7faf0","https://image-assets.m.nintendo.com/31f5b321-b72f-45bf-a4df-1e9d9f951ece"
73,"The Thousand-Year Door (Diamond Star)",309959,True,False,"Paper World","","","b5309a3c-ebc3-4049-a745-2c975057cadd","https://image-assets.m.nintendo.com/0cb09c04-1937-491c-86ce-9ea579d99a84"
74,"Welcome to Boggly Woods",13819,False,False,"","","","396af30a-9d79-40cd-be9b-14cfb54cc392","https://image-assets.m.nintendo.com/b6e190a5-46f3-4223-b80f-6eb67568d43c"
75,"Boggly Woods",280014,True,True,"Flurrie|Paper World","","Nintendo Music Top Tracks","35c4cdb7-3e8a-4c0a-bbdf-206a0e6baeab","https://image-assets.m.nintendo.com/6f46b092-864c-4293-8b63-49c23e3903c2"
76,"Searching Boggly Woods",264998,True,False,"Paper World","","","2709a727-3058-4a2c-8eb9-355bf4e830b2","https://image-assets.m.nintendo.com/67f8f425-ea45-4bbd-887c-627ef2dc883d"
77,"Approaching the Great Tree",12013,False,False,"","","","4656194b-d140-4a23-bee8-7923aa983ed4","https://image-assets.m.nintendo.com/573fc747-9e0a-4607-8154-1da62340ba81"
78,"The Great Tree",294121,True,False,"Paper World","","","36fc1dc0-20ca-4095-a644-a344feddffb7","https://image-assets.m.nintendo.com/3cd33156-eaa6-4c0f-870a-615409227098"
79,"Battle - Chapter 2",230252,True,True,"Battles","","Nintendo Music Top Tracks","7301ddf9-fd82-4209-94b6-cddb896f1bb1","https://image-assets.m.nintendo.com/5de52998-118d-40e5-96d0-6960818aa589"
80,"Battle - Chapter 2 (Think)",230252,True,False,"Battles","","","6a91910c-8246-405d-b95e-c2af6d3751e1","https://image-assets.m.nintendo.com/d4e2974d-c66f-44b3-8c17-310c27f1d416"
81,"Battle - Chapter 2 Victory Fanfare",6085,False,False,"Battles","Victory!","","b2b0ae74-b7a3-4c1a-a37c-a1443dfe0790","https://image-assets.m.nintendo.com/daa72183-6af9-4f27-856f-d7fd2658d385"
82,"The Wind Spirit",110000,True,False,"Flurrie","","","a6c8a307-925e-4a03-a22e-b3c5b3246c4d","https://image-assets.m.nintendo.com/519167e8-5d73-4ab9-8815-5904e69b2dd7"
83,"A Famous Actress's Necklace",165023,True,False,"Flurrie","","","06c79abc-7bc3-4f0b-8f16-dc123bf641d0","https://image-assets.m.nintendo.com/8423d14a-c5b6-4254-824f-3bc954c38bc2"
84,"We're the Three Shadows!",215007,True,True,"Papery Peers|Vivian","","Nintendo Music Top Tracks","ec90968d-b989-4e16-a022-e37eeb7f52ab","https://image-assets.m.nintendo.com/832357a1-adbc-4681-b6d3-f376e6f00bec"
85,"Event Battle - Three Shadows",190166,True,True,"Battles|Vivian","","Nintendo Music Top Tracks","00189750-8ba9-41c2-b5c5-d220dd44d124","https://image-assets.m.nintendo.com/40501531-05e7-42d6-be64-bad38bc6f90b"
86,"Event Battle - Three Shadows (Think)",190404,True,False,"Battles|Vivian","","","46ff32aa-2f7c-437c-92df-bc3451acb94f","https://image-assets.m.nintendo.com/ffabb641-3e98-42ce-b01a-d6e9c0a8f6b6"
87,"Madame Flurrie",204826,True,True,"Flurrie|Papery Peers","","Nintendo Music Top Tracks","2e861f3f-9182-44f8-9b0a-73b637705298","https://image-assets.m.nintendo.com/768b7d62-1ceb-44cb-aa6c-d19079262adb"
88,"Punies on the Move",220064,True,False,"","","","b64456fb-3318-4bb9-b858-e4e8c1f03364","https://image-assets.m.nintendo.com/bc36e372-d216-440e-9caa-12183d30f664"
89,"More Punies on the Move",220064,True,False,"","","","0a121e32-77c8-4701-b6d5-b56ae8b7f676","https://image-assets.m.nintendo.com/ed349ec3-771b-4463-a632-8b516fe48578"
90,"Plenty of Punies on the Move",220064,True,True,"","","Nintendo Music Top Tracks","e2c346ac-ceee-438b-a3ed-c962eba78528","https://image-assets.m.nintendo.com/0c045929-b1ab-4aa7-b52c-80e4e4eac424"
91,"Full Party of Punies on the Move",220065,True,False,"Papery Peers","","","8d69b9bd-69a9-49d1-94e0-3e0b4b6c5f15","https://image-assets.m.nintendo.com/45642f45-1d89-4163-a7a4-640a7e7381fe"
92,"Punio and Petuni",72028,True,False,"Papery Peers","","","b765ab45-91ca-4f15-97bb-7e9b896bde62","https://image-assets.m.nintendo.com/8a617db8-337e-481f-b593-5943b000e0b3"
93,"Punies vs. Jabbies",122515,True,False,"Papery Peers","","","5dbe9130-33c8-4aa8-9d04-667eeffaa105","https://image-assets.m.nintendo.com/c8e587de-d662-44a0-a512-846fa05e171d"
94,"A Brief Lecture",181260,True,False,"Papery Peers","","","0a35abcb-b2cb-4afe-8696-caaa5c06fe18","https://image-assets.m.nintendo.com/83a974ad-cef4-4318-a2af-b49368b6a4b9"
95,"Invasion of the X-Nauts!",230038,True,True,"Papery Peers|X-Nauts","","Nintendo Music Top Tracks","5bd8ace0-7ade-4d92-a6ce-f225759dc07a","https://image-assets.m.nintendo.com/4ba54d02-03e6-49fb-a66c-4cc3c1ca9dbe"
96,"Time Bomb's Ticking!",185137,True,False,"X-Nauts","","","3b817252-26ac-4b9b-be3e-80bd406cf6d1","https://image-assets.m.nintendo.com/8d782d32-3e0c-4e80-8860-09c95dce23fa"
